date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:17:34	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:35	567928/567928	---M--	200	added ('OK')	image/png	etag:CNyy2eaYxYUDEAE=	https://images.squarespace-cdn.com/content/v1/661d9f900fca3e53a3118624/39014ee3-3a3a-4edb-b997-a3e4b1b949b0/red.png	C:/My%20Web%20Sites/NS/images.squarespace-cdn.com/content/v1/661d9f900fca3e53a3118624/39014ee3-3a3a-4edb-b997-a3e4b1b949b0/red.png	(from https://bumblebee-mustard-727x.squarespace.com/)
18:17:36	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:36	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:36	384241/384241	---M--	200	added ('OK')	image/png	etag:CNT5gKuaxYUDEAE=	https://images.squarespace-cdn.com/content/v1/661d9f900fca3e53a3118624/4a458082-55e7-417a-a619-c2bea363ba48/Screenshot+2024-04-14+201918.png	C:/My%20Web%20Sites/NS/images.squarespace-cdn.com/content/v1/661d9f900fca3e53a3118624/4a458082-55e7-417a-a619-c2bea363ba48/Screenshot+2024-04-14+201918.png	(from https://bumblebee-mustard-727x.squarespace.com/)
18:17:36	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20May%202140%2019:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/NS/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.26.delayed	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:36	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:36	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20May%202140%2019:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/NS/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:37	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:37	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20May%202140%2019:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/NS/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:37	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:37	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20May%202140%2019:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/NS/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:38	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:38	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20May%202140%2019:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/NS/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:38	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:38	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:39	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
18:17:39	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/NS/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/661d9f900fca3e53a3118624/5/5c5a519771c10ba3470d8101/661d9f910fca3e53a3118633/1517/site.css)
